Record_ID,Common_Name,Scientific_Name,Habitat_Type,IUCN_Status,Location,Latitude,Longitude,Biome,Obs_Depth_m,Water_Temp_C,Observation_Year
1633,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,74.2079,138.5688,Arctic,1080.0,4.8,2001
1641,Giant Clam,Tridacna gigas,Marine,Vulnerable,Caribbean Sea,3.1394,-107.3142,Coral Reef,9.9,27.5,2016
1649,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,67.8605,120.3224,Arctic,16.0,1.0,2008
1657,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,North Sea,24.1086,-65.1098,Coast,9.3,19.3,2017
1665,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Indian Ocean,33.5713,-93.9471,Deep Ocean,513.4,2.3,2010
1673,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Atlantic Ocean,14.1639,-3.7471,Deep Ocean,407.5,5.8,2015
1681,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Amazon River,35.9983,-34.0303,River,3.0,23.3,2004
1689,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Southern Ocean,-6.0038,178.0665,Ocean,24.5,21.6,2017
1697,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Atlantic Ocean,-68.3055,94.5953,Ocean,762.5,3.2,2016
1705,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Arctic Ocean,69.1507,103.5751,Ocean,755.4,4.1,2011
1713,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Caribbean Sea,-28.1381,-82.2994,Coral Reef,18.8,26.8,2010
1721,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,Pacific Northwest,60.5061,124.8381,River/Ocean,19.7,28.4,2017
1729,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Southern Ocean,26.2926,-9.7409,Ocean,24.8,18.6,2008
1737,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Yangtze River,-16.4642,-40.413,River,4.6,20.4,2016
1745,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Atlantic Ocean,26.2138,-136.1339,Deep Ocean,1110.4,4.5,2006
1753,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Indian Ocean,-75.0112,48.3433,Ocean Floor,22.2,28.3,2007
1761,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Pacific Ocean,-89.1434,89.7079,Ocean,594.2,1.3,2011
1769,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Mississippi River,25.5502,1.0981,River,5.3,27.4,2024
1777,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Amazon River,25.4338,140.6935,River,2.3,27.0,2009
1785,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,27.2474,-49.3034,Salt Lake,5.0,29.9,2023
1793,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Indian Ocean,5.1327,69.0848,Ocean,0.0,26.5,2021
1801,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Pacific Ocean,-42.9778,-63.0746,Ocean,50.4,29.2,2014
1809,Wahoo,Acanthocybium solandri,Marine,Least Concern,Southern Ocean,-58.5346,45.3993,Ocean,169.1,22.6,2021
1817,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Atlantic Ocean,19.5937,-6.4478,Deep Ocean,3250.4,4.7,2008
1825,Seahorse,Hippocampus kuda,Marine,Vulnerable,Great Barrier Reef,3.862,159.864,Coral Reef,8.6,29.4,2022
1833,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Indian Ocean,15.0481,-166.9333,Ocean,296.6,2.1,2019
1841,Ocean Sunfish,Mola mola,Marine,Vulnerable,Pacific Ocean,4.0069,153.8144,Ocean,367.0,1.3,2010
1849,Swordfish,Xiphias gladius,Marine,Least Concern,Southern Ocean,-26.9613,-82.549,Ocean,3.7,25.2,2003
1857,Lobster,Homarus americanus,Marine,Least Concern,Atlantic Ocean,-53.107,98.8086,Ocean Floor,515.1,5.0,2010
1865,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Atlantic Ocean,-19.9898,-173.5938,Deep Ocean,846.4,4.7,2007
1873,Hagfish,Myxine glutinosa,Marine,Least Concern,Pacific Ocean,52.0046,-151.2206,Deep Ocean,316.8,2.9,2003
1881,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Danube Delta,43.2747,32.6619,River/Sea,72.8,19.8,2019
1889,Flying Fish,Exocoetus volitans,Marine,Least Concern,Southern Ocean,50.8258,156.2036,Ocean,127.2,22.4,2006
1897,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Great Barrier Reef,-29.1012,-154.6118,Coral Reef,11.5,20.1,2020
1905,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Caribbean Sea,3.7867,76.0057,Coral Reef,21.8,23.0,2008
1913,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Maldives,-29.277,138.6781,Coral Reef,30.3,19.7,2005
1921,Blue Whale,Balaenoptera musculus,Marine,Endangered,Pacific Ocean,89.4279,-167.8882,Ocean,274.3,1.3,2014
1929,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Southern Ocean,-6.5953,131.2228,Ocean,361.5,5.6,2002
1937,Sea Otter,Enhydra lutris,Marine,Endangered,North Sea,40.314,4.3203,Coast,8.3,28.9,2008
1945,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,Gulf of Mexico,46.0756,141.284,Coast,16.1,19.5,2018
1953,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Yangtze River,50.0936,-173.1704,River,24.9,19.5,2023
1961,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Atlantic Ocean,18.7498,-77.9364,Deep Ocean,2777.8,5.4,2013
1969,Stonefish,Synanceia verrucosa,Marine,Least Concern,Great Barrier Reef,-12.6853,3.7293,Coral Reef,10.5,20.0,2007
1977,Puffer Fish,Arothron stellatus,Marine,Least Concern,Caribbean Sea,-29.2731,7.374,Coral Reef,27.2,29.8,2020
1985,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Arctic Ocean,-24.3039,-32.9011,Ocean,904.0,2.3,2004
1993,Dragonfish,Stomias boa,Marine,Least Concern,Pacific Ocean,15.6512,110.4522,Deep Ocean,1228.7,5.8,2021
2001,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Indian Ocean,46.9038,-152.6277,Deep Ocean,1443.5,5.0,2023
2009,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Southern Ocean,-10.4261,-81.2206,Ocean,118.1,19.6,2019
2017,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Great Barrier Reef,4.6547,-89.4487,Coral Reef,7.5,21.5,2001
2025,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,-4.7445,54.7141,Lake/River,8.1,27.1,2017
2033,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Indian Ocean,53.5719,-104.9064,Ocean,458.3,3.5,2024
2041,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Pacific Ocean,85.3423,125.6036,Lake,0.0,20.7,2000
2049,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Yangtze River,36.8769,0.5187,River,1.1,26.7,2006
2057,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Atlantic Ocean,-22.3182,-137.3253,Deep Ocean,660.8,3.3,2015
2065,Sailfish,Istiophorus platypterus,Marine,Least Concern,Arctic Ocean,52.1216,-147.8726,Ocean,245.6,3.9,2023
2073,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Yangtze River,12.2552,23.0604,River,1.3,12.3,2011
2081,Harbor Seal,Phoca vitulina,Marine,Least Concern,California Coast,-14.6447,144.1645,Coast,290.6,4.9,2011
2089,Cone Snail,Conus geographus,Marine,Least Concern,Great Barrier Reef,-29.783,-140.4945,Coral Reef,41.3,22.2,2020
2097,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,86.062,-176.7485,Arctic,341.3,4.3,2012
2105,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Maldives,-25.8039,154.3581,Coral Reef,27.5,22.1,2014
2113,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Indian Ocean,69.0923,144.4999,Ocean,174.0,21.5,2007
2121,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Pacific Ocean,26.8168,-108.3814,Pond,2.0,19.1,2021
2129,Manta Ray,Mobula birostris,Marine,Vulnerable,Southern Ocean,-0.5776,93.0762,Ocean,254.9,1.3,2020
2137,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Atlantic Ocean,-23.5555,-0.3914,Ocean,129.4,20.5,2012
2145,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Caribbean Sea,-12.2284,-3.9266,Coral Reef,10.7,20.6,2022
2153,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,66.061,172.044,Arctic,68.1,4.0,2008
2161,Krill,Euphausia superba,Marine,Least Concern,Pacific Ocean,42.3446,-142.7503,Ocean,1268.4,3.8,2000
2169,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Indian Ocean,-24.0965,-131.4016,Deep Ocean,1006.1,3.1,2016
2177,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,Pacific Northwest,68.4173,-24.8094,River/Ocean,11.8,18.6,2016
2185,Common Frog,Rana temporaria,Freshwater,Least Concern,Arctic Ocean,27.8826,-152.1014,Pond,0.5,13.0,2017
2193,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,-11.8006,111.0856,Mangrove,0.9,25.5,2021
2201,Remora,Remora remora,Marine,Least Concern,Pacific Ocean,9.4852,134.798,Ocean,107.4,26.7,2005
2209,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,-13.3057,-137.7627,Sea Grass,9.5,24.7,2015
2217,Parrotfish,Scarus gibbus,Marine,Least Concern,Caribbean Sea,-21.1432,-57.2834,Coral Reef,11.2,18.2,2012
2225,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Maldives,8.5856,67.4058,Coral Reef,14.9,22.4,2015
2233,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,25.7585,134.6619,Estuary,1.7,25.2,2004
2241,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Pacific Ocean,-73.2403,-70.9578,Coastal,3.4,21.0,2015
2249,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Atlantic Ocean,37.0561,15.3801,Deep Ocean,292.8,1.0,2001
2257,Dugong,Dugong dugon,Marine,Vulnerable,North Sea,8.4935,-79.6564,Coast,5.5,23.6,2000
2265,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Indian Ocean,24.0696,38.6759,Deep Ocean,128.2,18.2,2019
2273,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,0.1955,108.6323,Mangrove,0.1,20.8,2010
2281,Barracuda,Sphyraena barracuda,Marine,Least Concern,Pacific Ocean,77.4088,-176.6319,Ocean,31.7,25.0,2015
2289,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-1.4811,-91.4694,Galapagos,20.9,19.6,2002
2297,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Maldives,18.1606,-162.2325,Coral Reef,10.9,25.2,2019
2305,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Amazon River,24.6148,65.7544,River,0.0,15.1,2021
2313,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Indian Ocean,-17.584,-170.8005,Ocean,724.2,3.4,2018
2321,Wobbegong,Orectolobus maculatus,Marine,Least Concern,California Coast,-10.9884,108.519,Coast,39.4,24.3,2012
2329,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Amazon River,-25.8647,167.4869,River,3.1,19.7,2004
2337,Giant Squid,Architeuthis dux,Marine,Least Concern,Indian Ocean,-26.8921,-110.407,Deep Ocean,649.0,4.5,2005
2345,Whale Shark,Rhincodon typus,Marine,Endangered,Arctic Ocean,-0.4034,-48.1848,Ocean,1431.2,4.3,2024
2353,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,Mediterranean Sea,-1.2718,-150.3254,Coast,22.9,26.8,2018
2361,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Pacific Ocean,-87.6359,22.7892,Ocean,192.0,29.1,2007
2369,Oarfish,Regalecus glesne,Marine,Least Concern,Atlantic Ocean,-6.2339,-67.8279,Deep Ocean,810.6,5.8,2022
2377,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,0.0671,-9.5334,Swamp,5.0,22.8,2021
2385,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-60.847,97.1478,Sub-Antarctic,445.9,1.9,2006
2393,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Maldives,29.0689,-74.9385,Coral Reef,36.9,28.2,2003
2401,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Great Barrier Reef,-17.2028,-57.9348,Coral Reef,25.1,24.2,2001
2409,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,88.9385,-34.0733,Arctic,217.6,3.3,2012
2417,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Maldives,-11.458,16.8995,Coral Reef,71.2,19.5,2019
2425,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Arctic Ocean,41.5058,61.9335,Ocean,823.3,3.4,2005
2433,Killer Whale,Orcinus orca,Marine,Data Deficient,Indian Ocean,41.8791,-47.0247,Ocean,135.9,29.1,2022
2441,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,87.8812,-162.1316,Arctic,1068.7,5.1,2022
2449,Giant Clam,Tridacna gigas,Marine,Vulnerable,Great Barrier Reef,3.06,-140.0123,Coral Reef,20.0,27.7,2013
2457,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,79.9264,164.053,Arctic,10.4,1.2,2023
2465,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,Gulf of Mexico,28.1406,152.9938,Coast,6.7,24.8,2014
2473,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Pacific Ocean,48.449,91.6326,Deep Ocean,120.0,26.2,2020
2481,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Indian Ocean,-21.5729,56.8701,Deep Ocean,528.8,5.5,2007
2489,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Mississippi River,6.4035,-168.0335,River,0.0,15.9,2017
2497,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Atlantic Ocean,-53.6286,122.5174,Ocean,72.2,29.5,2007
2505,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Arctic Ocean,39.284,79.0752,Ocean,453.6,3.4,2017
2513,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Indian Ocean,12.5204,-65.3212,Ocean,659.3,3.1,2014
2521,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Great Barrier Reef,-21.673,126.9804,Coral Reef,12.6,18.3,2005
2529,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,Baltic Sea,50.3815,160.5406,River/Ocean,79.7,21.4,2022
2537,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Atlantic Ocean,-39.2885,100.7075,Ocean,35.1,22.6,2011
2545,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Amazon River,55.6922,61.5101,River,2.9,17.6,2005
2553,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Indian Ocean,-29.1836,1.4676,Deep Ocean,1375.9,1.1,2011
2561,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Pacific Ocean,41.1158,-5.1551,Ocean Floor,39.8,19.6,2021
2569,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Southern Ocean,-23.3681,6.5831,Ocean,1000.0,1.1,2021
2577,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Yangtze River,45.1959,136.9234,River,2.8,21.0,2023
2585,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Mississippi River,32.1338,55.401,River,5.0,21.8,2014
2593,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,32.8583,-24.0312,Salt Lake,3.2,27.4,2001
2601,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Pacific Ocean,-64.5525,-146.1441,Ocean,2064.8,2.7,2013
2609,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Southern Ocean,-58.3295,-62.8197,Ocean,81.7,26.5,2012
2617,Wahoo,Acanthocybium solandri,Marine,Least Concern,Atlantic Ocean,-30.1255,20.4959,Ocean,114.3,18.6,2002
2625,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Indian Ocean,-7.1067,-36.7723,Deep Ocean,709.7,2.8,2011
2633,Seahorse,Hippocampus kuda,Marine,Vulnerable,Maldives,22.5561,50.4011,Coral Reef,7.8,27.8,2014
2641,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Pacific Ocean,-54.1391,-32.3261,Ocean,317.3,3.7,2011
2649,Ocean Sunfish,Mola mola,Marine,Vulnerable,Southern Ocean,-51.4605,-149.3177,Ocean,417.5,5.5,2002
2657,Swordfish,Xiphias gladius,Marine,Least Concern,Atlantic Ocean,-13.6688,-90.1664,Ocean,134.1,23.1,2013
2665,Lobster,Homarus americanus,Marine,Least Concern,Arctic Ocean,26.7642,23.2654,Ocean Floor,523.2,2.8,2014
2673,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Indian Ocean,-52.1874,3.5504,Deep Ocean,787.0,5.8,2023
2681,Hagfish,Myxine glutinosa,Marine,Least Concern,Atlantic Ocean,-20.0687,-83.9497,Deep Ocean,198.8,23.7,2008
2689,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Caspian Sea,43.8305,26.9512,River/Sea,61.3,20.9,2018
2697,Flying Fish,Exocoetus volitans,Marine,Least Concern,Atlantic Ocean,33.6243,158.6478,Ocean,124.4,24.9,2007
2705,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Maldives,25.737,-171.7639,Coral Reef,3.4,29.1,2019
2713,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Great Barrier Reef,-11.8572,131.125,Coral Reef,6.1,27.2,2021
2721,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Caribbean Sea,1.6566,-63.4906,Coral Reef,37.6,27.5,2009
2729,Blue Whale,Balaenoptera musculus,Marine,Endangered,Southern Ocean,71.2129,161.9667,Ocean,460.8,4.6,2018
2737,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Atlantic Ocean,-81.3468,134.0152,Ocean,385.1,4.3,2006
2745,Sea Otter,Enhydra lutris,Marine,Endangered,Gulf of Mexico,11.8448,22.5349,Coast,8.4,23.6,2021
2753,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,Mediterranean Sea,-4.2115,-92.6831,Coast,15.4,22.0,2006
2761,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Amazon River,0.0957,-8.2942,River,30.0,12.2,2014
2769,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Indian Ocean,-5.4014,151.8117,Deep Ocean,3542.4,3.5,2011
2777,Stonefish,Synanceia verrucosa,Marine,Least Concern,Maldives,-14.9406,-165.0095,Coral Reef,18.2,24.0,2021
2785,Puffer Fish,Arothron stellatus,Marine,Least Concern,Great Barrier Reef,9.8969,-26.9731,Coral Reef,20.6,19.5,2022
2793,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Indian Ocean,-74.4654,14.6812,Ocean,889.0,5.3,2000
2801,Dragonfish,Stomias boa,Marine,Least Concern,Atlantic Ocean,-50.5686,84.0979,Deep Ocean,635.0,5.5,2007
2809,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Pacific Ocean,11.3578,-94.053,Deep Ocean,1269.3,5.2,2001
2817,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Atlantic Ocean,62.3133,-154.8513,Ocean,174.8,24.5,2017
2825,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Maldives,-12.8998,-123.9955,Coral Reef,3.6,29.9,2005
2833,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,5.2672,107.9079,Lake/River,5.3,15.2,2013
2841,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Pacific Ocean,-32.1885,157.3306,Ocean,509.4,3.1,2008
2849,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Southern Ocean,44.4613,-107.0261,Lake,3.1,12.9,2004
2857,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Amazon River,44.2749,118.3661,River,5.4,19.5,2010
2865,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Indian Ocean,-15.1238,-86.0453,Deep Ocean,669.8,1.3,2024
2873,Sailfish,Istiophorus platypterus,Marine,Least Concern,Indian Ocean,1.0844,164.3611,Ocean,209.7,1.7,2003
2881,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Amazon River,30.2471,136.8079,River,0.9,14.2,2011
2889,Harbor Seal,Phoca vitulina,Marine,Least Concern,Bay of Bengal,34.3875,118.735,Coast,481.1,5.9,2008
2897,Cone Snail,Conus geographus,Marine,Least Concern,Maldives,-10.7585,116.4449,Coral Reef,29.3,22.2,2003
2905,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,67.1674,51.6618,Arctic,412.6,4.0,2017
2913,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Caribbean Sea,-28.4005,-177.1342,Coral Reef,25.3,20.7,2006
2921,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Pacific Ocean,-2.572,-122.6001,Ocean,175.9,24.9,2001
2929,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Southern Ocean,-20.064,-67.9435,Pond,0.0,24.7,2021
2937,Manta Ray,Mobula birostris,Marine,Vulnerable,Atlantic Ocean,41.9299,-4.9039,Ocean,339.8,3.1,2021
2945,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Arctic Ocean,-75.6871,-87.2293,Ocean,147.6,20.8,2004
2953,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Great Barrier Reef,19.1261,-119.6612,Coral Reef,19.7,22.2,2017
2961,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,75.2423,126.9276,Arctic,319.6,2.9,2012
2969,Krill,Euphausia superba,Marine,Least Concern,Southern Ocean,-82.3273,163.4824,Ocean,587.4,5.0,2003
2977,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Pacific Ocean,-41.8964,-13.9149,Deep Ocean,688.6,5.8,2003
2985,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,Baltic Sea,61.6937,-122.0608,River/Ocean,18.2,18.9,2013
2993,Common Frog,Rana temporaria,Freshwater,Least Concern,Indian Ocean,-89.0566,-123.2085,Pond,0.9,19.8,2019
3001,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,-12.2779,128.9841,Mangrove,1.0,23.1,2016
3009,Remora,Remora remora,Marine,Least Concern,Southern Ocean,-39.3166,-31.7925,Ocean,58.0,22.4,2008
3017,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,33.5223,-59.0923,Sea Grass,29.7,21.9,2004
3025,Parrotfish,Scarus gibbus,Marine,Least Concern,Great Barrier Reef,-16.1375,88.5773,Coral Reef,1.0,20.2,2013
3033,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Caribbean Sea,2.5803,18.9728,Coral Reef,9.6,26.2,2000
3041,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,5.7124,66.3003,Estuary,1.7,18.4,2009
3049,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Southern Ocean,34.5501,-142.0578,Coastal,2.7,19.3,2018
3057,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Indian Ocean,17.6928,-19.5862,Deep Ocean,556.5,3.3,2002
3065,Dugong,Dugong dugon,Marine,Vulnerable,Gulf of Mexico,10.2244,-66.9871,Coast,8.3,25.7,2009
3073,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Pacific Ocean,59.8728,109.9049,Deep Ocean,279.9,4.8,2007
3081,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,2.0996,61.8541,Mangrove,0.0,26.3,2005
3089,Barracuda,Sphyraena barracuda,Marine,Least Concern,Southern Ocean,-54.2135,-33.3731,Ocean,11.5,24.5,2018
3097,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,1.9714,-89.4385,Galapagos,19.5,29.4,2010
3105,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Caribbean Sea,-4.8024,44.6037,Coral Reef,6.2,25.5,2020
3113,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Mississippi River,-16.9908,106.2132,River,5.0,20.2,2024
3121,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Pacific Ocean,16.5495,-136.1976,Ocean,458.6,1.4,2023
3129,Wobbegong,Orectolobus maculatus,Marine,Least Concern,Bay of Bengal,-19.5797,-35.8367,Coast,54.4,22.9,2022
3137,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Mississippi River,24.1114,-5.8783,River,3.0,27.9,2000
3145,Giant Squid,Architeuthis dux,Marine,Least Concern,Pacific Ocean,-8.761,127.9794,Deep Ocean,503.4,4.1,2021
3153,Whale Shark,Rhincodon typus,Marine,Endangered,Indian Ocean,-24.7507,-45.0094,Ocean,924.9,3.2,2013
3161,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,California Coast,-10.778,112.1148,Coast,50.0,21.1,2009
